,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis
F3251,9074.0,-0.9999691426052458,0.0007564236779075294,-1.0,-1.0,-1.0,-1.0,-0.96,31.461816951321218,1218.097859840353
F3252,9074.0,-0.9999757549041215,0.0007116255322492996,-1.0,-1.0,-1.0,-1.0,-0.96,35.99482388263675,1531.703381055509
F3253,9074.0,-0.9998964073176109,0.007376617453290754,-1.0,-1.0,-1.0,-1.0,-0.31,90.61845204133756,8440.963565972557
F3254,9074.0,-0.9998931011681729,0.007778740015144083,-1.0,-1.0,-1.0,-1.0,-0.27,91.42278925541363,8551.021530296654
F3255,9074.0,-0.9999658364558076,0.0012372755550876715,-1.0,-1.0,-1.0,-1.0,-0.93,44.67524783568181,2163.970174055375
F3256,9079.0,-0.9999790725850864,0.0005839922119613106,-1.0,-1.0,-1.0,-1.0,-0.98,30.318576639061398,968.7694731332757
F3257,9079.0,-0.9999757682564158,0.0006465347337732681,-1.0,-1.0,-1.0,-1.0,-0.97,30.871914250343945,1064.8134623785324
F3258,9079.0,-0.999994492785549,0.0002346228426810078,-1.0,-1.0,-1.0,-1.0,-0.99,42.584031465990726,1811.798854451014
F3259,9079.0,-0.9999724639277453,0.0007490256564426157,-1.0,-1.0,-1.0,-1.0,-0.96,33.187714536017246,1305.340179516558
F3260,9079.0,-0.999970261041965,0.0008713178579462027,-1.0,-1.0,-1.0,-1.0,-0.94,45.368942351102135,2670.1397155725535
F3261,9079.0,-0.9999713624848553,0.0008391548748297113,-1.0,-1.0,-1.0,-1.0,-0.95,42.782711723610475,2160.7419392832608
F3262,9079.0,-0.9999614494988437,0.0007914577065347374,-1.0,-1.0,-1.0,-1.0,-0.97,24.966855456165607,725.3251134061048
F3263,9079.0,-0.999964753827514,0.0007560231249766799,-1.0,-1.0,-1.0,-1.0,-0.97,26.377568906274735,815.3425809354076
F3264,9079.0,-0.9999548408415024,0.0009665867854317654,-1.0,-1.0,-1.0,-1.0,-0.94,35.607608704686236,1794.865114606999
F3265,9079.0,-0.9999251018834673,0.0034611281947919924,-1.0,-1.0,-1.0,-1.0,-0.69,80.9849193420189,7121.160751315333
F3266,9079.0,-0.999933913426589,0.002760155157663583,-1.0,-1.0,-1.0,-1.0,-0.76,75.72539578410061,6376.102781177744
F3267,9079.0,-0.9999019715827735,0.004665652582851344,-1.0,-1.0,-1.0,-1.0,-0.58,81.85913196028521,7254.665559962708
F3268,9079.0,-0.9999955942284392,0.00020986461323074842,-1.0,-1.0,-1.0,-1.0,-0.99,47.61827033478191,2265.998843303003
F3269,9079.0,-0.9999900870139883,0.00037829230845840857,-1.0,-1.0,-1.0,-1.0,-0.98,42.662113247348,1984.0588950360875
F3270,9079.0,-0.999994492785549,0.0002346228426810078,-1.0,-1.0,-1.0,-1.0,-0.99,42.584031465990726,1811.798854451014
F3271,9079.0,-0.999988985571098,0.0003925527479960137,-1.0,-1.0,-1.0,-1.0,-0.98,39.987147174839095,1756.4629275703114
F3272,9079.0,-0.9999878841282079,0.00040631000807203,-1.0,-1.0,-1.0,-1.0,-0.98,37.69039372663718,1569.8581483110795
F3273,9079.0,-0.999983478356647,0.0005030773062927317,-1.0,-1.0,-1.0,-1.0,-0.98,33.650809461051466,1214.415588283969
F3274,9079.0,-0.9999933913426587,0.0002967852060542526,-1.0,-1.0,-1.0,-1.0,-0.98,50.51097965096475,2834.0618030973706
F3275,9079.0,-0.9999878841282079,0.0004573296311275456,-1.0,-1.0,-1.0,-1.0,-0.97,47.148679693619314,2587.470468665712
F3276,9079.0,-0.999994492785549,0.0002346228426810078,-1.0,-1.0,-1.0,-1.0,-0.99,42.584031465990726,1811.798854451014
F3277,9079.0,-0.999988985571098,0.0003634093773354507,-1.0,-1.0,-1.0,-1.0,-0.98,36.64039372696974,1509.3329285017223
F3278,9079.0,-0.9999867826853177,0.0004450919491110652,-1.0,-1.0,-1.0,-1.0,-0.98,37.39759557742161,1509.2215620422614
F3279,9079.0,-0.9999845797995373,0.00044502106808481777,-1.0,-1.0,-1.0,-1.0,-0.98,32.40000836793648,1172.8846165835519
F3280,9079.0,-0.9999933913426587,0.0002967852060542526,-1.0,-1.0,-1.0,-1.0,-0.98,50.51097965096475,2834.0618030973706
F3281,9079.0,-0.9999878841282079,0.0004573296311275456,-1.0,-1.0,-1.0,-1.0,-0.97,47.148679693619314,2587.470468665712
F3282,9079.0,-0.999994492785549,0.0002346228426810078,-1.0,-1.0,-1.0,-1.0,-0.99,42.584031465990726,1811.798854451014
F3283,9079.0,-0.999988985571098,0.0003634093773354507,-1.0,-1.0,-1.0,-1.0,-0.98,36.64039372696974,1509.3329285017223
F3284,9079.0,-0.9999867826853177,0.0004450919491110652,-1.0,-1.0,-1.0,-1.0,-0.98,37.39759557742161,1509.2215620422614
F3285,9079.0,-0.9999845797995373,0.00044502106808481777,-1.0,-1.0,-1.0,-1.0,-0.98,32.40000836793648,1172.8846165835519
F3286,9079.0,-0.9999911884568787,0.0002967279660740434,-1.0,-1.0,-1.0,-1.0,-0.99,33.648922728786864,1130.4990367906164
F3287,7.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
F3288,9079.0,-0.9999911884568787,0.0002967279660740434,-1.0,-1.0,-1.0,-1.0,-0.99,33.648922728786864,1130.4990367906164
F3289,9079.0,-0.9999878841282079,0.00034788684052681427,-1.0,-1.0,-1.0,-1.0,-0.99,28.681643356533257,820.8174823032308
F3290,7.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
F3291,9079.0,-0.9999878841282079,0.00034788684052681427,-1.0,-1.0,-1.0,-1.0,-0.99,28.681643356533257,820.8174823032308
F3292,9079.0,-0.9999900870139883,0.0004808640227073757,-1.0,-1.0,-1.0,-1.0,-0.96,68.31162104452498,5372.178109981323
F3293,7736.0,-0.9999379524301966,0.0038114958485214127,-1.0,-1.0,-1.0,-1.0,-0.67,84.19453773817679,7265.674456285231
F3294,9079.0,-0.9999900870139883,0.0004808640227073757,-1.0,-1.0,-1.0,-1.0,-0.96,68.31162104452498,5372.178109981323
F3295,9079.0,-0.9999724639277453,0.000978571690597662,-1.0,-1.0,-1.0,-1.0,-0.94,48.71057942869666,2620.4151481322106
F3296,7736.0,-0.9999715615305068,0.0016938896818451145,-1.0,-1.0,-1.0,-1.0,-0.86,75.40718894679996,6082.425741814964
F3297,9079.0,-0.9999724639277453,0.000978571690597662,-1.0,-1.0,-1.0,-1.0,-0.94,48.71057942869666,2620.4151481322106
F3298,9079.0,-0.9999900870139883,0.0003782923084584085,-1.0,-1.0,-1.0,-1.0,-0.98,42.662113247348024,1984.0588950360889
F3299,9078.0,-0.9999162811191892,0.0031477230798249603,-1.0,-1.0,-1.0,-1.0,-0.74,67.51666789652187,5265.541261090184
F3300,9079.0,-0.9999933913426587,0.0002967852060542526,-1.0,-1.0,-1.0,-1.0,-0.98,50.51097965096475,2834.06180309737
F3301,9079.0,-0.9999570437272828,0.0017080104629461166,-1.0,-1.0,-1.0,-1.0,-0.88,56.77524163283248,3575.4709291840845
F3302,9078.0,-0.9999306014540646,0.0033134556784756484,-1.0,-1.0,-1.0,-1.0,-0.73,68.08221747602902,5153.681594716693
F3303,9079.0,-0.9999724639277453,0.0010648252575095219,-1.0,-1.0,-1.0,-1.0,-0.91,70.09971150818731,5695.737874763315
F3304,9079.0,-0.9999669567132945,0.002356011819950544,-1.0,-1.0,-1.0,-1.0,-0.78,90.24087747117721,8381.885158411063
F3305,8985.0,-0.9999677239844184,0.0012254099553673534,-1.0,-1.0,-1.0,-1.0,-0.9,65.93060430329189,5077.37361229924
F3306,9079.0,-0.9999669567132945,0.002356011819950544,-1.0,-1.0,-1.0,-1.0,-0.78,90.24087747117721,8381.885158411063
F3307,9079.0,-0.9999581451701728,0.003176251917966063,-1.0,-1.0,-1.0,-1.0,-0.7,92.92883280379044,8765.655212759495
F3308,8985.0,-0.9999833055091818,0.000723099947211527,-1.0,-1.0,-1.0,-1.0,-0.94,67.95185365317082,5364.397399530851
F3309,9079.0,-0.9999482321841613,0.003283539785585755,-1.0,-1.0,-1.0,-1.0,-0.7,85.2509444327108,7693.19284969338
F3310,9079.0,-0.9999867826853179,0.00036333591880220316,-1.0,-1.0,-1.0,-1.0,-0.99,27.456032836364383,751.9993959446002
F3311,9079.0,-0.9999845797995375,0.000469121557235685,-1.0,-1.0,-1.0,-1.0,-0.98,34.05200802009255,1267.0235792842345
F3312,9079.0,-0.999975768256416,0.0005548429866690762,-1.0,-1.0,-1.0,-1.0,-0.98,25.670976479550387,736.884025822904
F3313,9079.0,-0.9999801740279766,0.0005933864156823507,-1.0,-1.0,-1.0,-1.0,-0.96,44.19646864657139,2516.102902005847
F3314,9079.0,-0.999983478356647,0.0005245169783054052,-1.0,-1.0,-1.0,-1.0,-0.97,38.845548360057236,1754.2512395794408
F3315,9079.0,-0.9999702610419652,0.0006875958929963832,-1.0,-1.0,-1.0,-1.0,-0.96,33.42387393637303,1505.1200799078138
F3316,9079.0,-0.9999900870139883,0.00037829230845840857,-1.0,-1.0,-1.0,-1.0,-0.98,42.662113247347996,1984.0588950360873
F3317,9079.0,-0.9999713624848553,0.0010062896630120056,-1.0,-1.0,-1.0,-1.0,-0.94,50.08577791774994,2837.866262119833
F3318,9079.0,-0.9999922898997687,0.00027757889561292383,-1.0,-1.0,-1.0,-1.0,-0.99,35.9781666794265,1292.7132475340713
F3319,9079.0,-0.9999922898997687,0.00027757889561292383,-1.0,-1.0,-1.0,-1.0,-0.99,35.97816667942651,1292.7132475340718
F3320,9079.0,-0.9999845797995375,0.000593517263444397,-1.0,-1.0,-1.0,-1.0,-0.96,51.567406148083414,3047.4120805905045
F3321,9079.0,-0.999994492785549,0.0002346228426810078,-1.0,-1.0,-1.0,-1.0,-0.99,42.584031465990726,1811.7988544510135
F3322,9079.0,-0.9999878841282079,0.0004573296311275456,-1.0,-1.0,-1.0,-1.0,-0.98,40.237236706937445,1681.0471526138645
F3323,9079.0,-0.9999878841282079,0.0004325726610447948,-1.0,-1.0,-1.0,-1.0,-0.98,39.3913107327621,1661.1185052838232
F3324,9079.0,-0.9999592466130632,0.0010113326377664527,-1.0,-1.0,-1.0,-1.0,-0.94,40.888488324525184,2086.223260325635
F3325,9079.0,-0.9999702610419652,0.0007778019147628691,-1.0,-1.0,-1.0,-1.0,-0.95,39.925262905523944,2108.1510046070925
F3326,9079.0,-0.9999779711421962,0.0007115013827937918,-1.0,-1.0,-1.0,-1.0,-0.95,48.23913079001026,2924.463463711481
F3327,9079.0,-0.999952637955722,0.0013876216979972031,-1.0,-1.0,-1.0,-1.0,-0.92,39.52677306806377,1831.0629043792128
F3328,9079.0,-0.999964753827514,0.0010277447264884923,-1.0,-1.0,-1.0,-1.0,-0.93,46.38230704390199,2705.6435426804965
F3329,9079.0,-0.9999614494988435,0.0013958088574966634,-1.0,-1.0,-1.0,-1.0,-0.89,60.893837444930575,4422.022407550824
F3330,9079.0,-0.9999625509417337,0.0009020836642084312,-1.0,-1.0,-1.0,-1.0,-0.94,41.001277605635465,2310.62795505657
F3331,9079.0,-0.9999768696993062,0.0005448736275296677,-1.0,-1.0,-1.0,-1.0,-0.98,26.435887037155798,780.3667626196668
F3332,9079.0,-0.9999713624848553,0.0009383129431812843,-1.0,-1.0,-1.0,-1.0,-0.94,44.98788979045871,2391.8704214782365
F3333,9079.0,-0.999970261041965,0.000687595892996383,-1.0,-1.0,-1.0,-1.0,-0.96,33.423873936372075,1505.1200799077708
F3334,9079.0,-0.999982376913757,0.0005745943429741305,-1.0,-1.0,-1.0,-1.0,-0.97,40.56345793782015,1872.9092088787804
F3335,7785.0,-0.9999858702633269,0.0012467040683497507,-1.0,-1.0,-1.0,-1.0,-0.89,88.2326470191163,7784.999999999983
F3336,9079.0,-0.999982376913757,0.0005745943429741305,-1.0,-1.0,-1.0,-1.0,-0.97,40.56345793782015,1872.9092088787804
F3337,9079.0,-0.9999757682564158,0.0007267486388667544,-1.0,-1.0,-1.0,-1.0,-0.96,38.93828766732702,1746.2546123442542
F3338,7785.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
F3339,9079.0,-0.9999757682564158,0.0007267486388667544,-1.0,-1.0,-1.0,-1.0,-0.96,38.93828766732702,1746.2546123442542
F3340,2006.0,-0.9999351944167497,0.0029025378244791926,-1.0,-1.0,-1.0,-1.0,-0.87,44.78839135311733,2005.999999999997
F3341,0.0,,,,,,,,,
F3342,2006.0,-0.9999351944167497,0.0029025378244791926,-1.0,-1.0,-1.0,-1.0,-0.87,44.78839135311733,2005.999999999997
F3343,2006.0,-0.9999351944167497,0.0029025378244791926,-1.0,-1.0,-1.0,-1.0,-0.87,44.78839135311733,2005.999999999997
F3344,0.0,,,,,,,,,
F3345,2006.0,-0.9999351944167497,0.0029025378244791926,-1.0,-1.0,-1.0,-1.0,-0.87,44.78839135311733,2005.999999999997
F3346,9079.0,-0.999964753827514,0.0012934972696892724,-1.0,-1.0,-1.0,-1.0,-0.95,38.20305176761677,1470.227186432368
F3347,9079.0,-0.999964753827514,0.0012934972696892724,-1.0,-1.0,-1.0,-1.0,-0.95,38.20305176761677,1470.227186432368
F3348,3755.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
F3349,9079.0,-0.9999361163123692,0.002001402555719116,-1.0,-1.0,-1.0,-1.0,-0.91,38.79872334884158,1613.0908532937933
F3350,9079.0,-0.9999361163123692,0.002001402555719116,-1.0,-1.0,-1.0,-1.0,-0.91,38.79872334884158,1613.0908532937933
F3351,3755.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
F3352,9079.0,-0.999952637955722,0.001449739373868177,-1.0,-1.0,-1.0,-1.0,-0.91,47.67009596169418,2562.7512023746535
F3353,9079.0,-0.9999713624848552,0.0008776529822327925,-1.0,-1.0,-1.0,-1.0,-0.95,43.25500324789497,2127.84688091473
F3354,9079.0,-0.9999504350699417,0.0015735509349162136,-1.0,-1.0,-1.0,-1.0,-0.91,46.31118782886321,2361.730912217164
F3355,9079.0,-0.999963652384624,0.0014347835373171673,-1.0,-1.0,-1.0,-1.0,-0.91,51.51432381132205,2902.625405573463
F3356,9079.0,-0.999958145170173,0.0016049636313136076,-1.0,-1.0,-1.0,-1.0,-0.86,75.13022951629745,6403.256678089583
F3357,9079.0,-0.9999603480559532,0.0015058717892957492,-1.0,-1.0,-1.0,-1.0,-0.9,53.5466147573168,3155.7430189524816
F3358,9079.0,-0.9999834783566472,0.0006207048273133073,-1.0,-1.0,-1.0,-1.0,-0.95,62.11918240946024,4705.903488591876
F3359,9079.0,-0.9999746668135258,0.000777957891292767,-1.0,-1.0,-1.0,-1.0,-0.94,55.831005254921855,3983.122797200678
F3360,9079.0,-0.9999757682564158,0.0007114297573694809,-1.0,-1.0,-1.0,-1.0,-0.96,37.84070727924528,1687.2061484140816
F3361,9079.0,-0.9999107831258948,0.0058307226808372555,-1.0,-1.0,-1.0,-1.0,-0.46,88.15189223754892,8109.535816861409
F3362,9079.0,-0.9999074787972243,0.006440213308132625,-1.0,-1.0,-1.0,-1.0,-0.4,89.5949497091453,8303.108920008737
F3363,9079.0,-0.9999548408415024,0.001387695144059386,-1.0,-1.0,-1.0,-1.0,-0.92,40.92710732605416,1916.350912681521
F3364,9080.0,-0.9999790748898678,0.0006205377531651912,-1.0,-1.0,-1.0,-1.0,-0.97,33.55581413600614,1233.809425840041
F3365,9080.0,-0.99997577092511,0.0006957354087236707,-1.0,-1.0,-1.0,-1.0,-0.96,36.5344377696028,1610.095791939259
F3366,9080.0,-0.9999900881057269,0.00031469287193623306,-1.0,-1.0,-1.0,-1.0,-0.99,31.721007568559255,1004.4435641972541
F3367,9080.0,-0.9999746696035243,0.0006715280227354118,-1.0,-1.0,-1.0,-1.0,-0.97,30.082336240910593,995.1337520410437
F3368,9080.0,-0.9999713656387665,0.0007265483950404565,-1.0,-1.0,-1.0,-1.0,-0.96,33.20298307798557,1368.2335053049392
F3369,9080.0,-0.9999724669603525,0.0008192203679379701,-1.0,-1.0,-1.0,-1.0,-0.96,40.97711332955663,1902.6410927496966
F3370,9080.0,-0.9999801762114537,0.000491858119749829,-1.0,-1.0,-1.0,-1.0,-0.98,27.6543355454721,858.7873526816791
F3371,9080.0,-0.9999834801762115,0.00043240300264308924,-1.0,-1.0,-1.0,-1.0,-0.98,28.501431294536488,906.94007112946
F3372,9080.0,-0.9999592511013217,0.0009319223291733929,-1.0,-1.0,-1.0,-1.0,-0.94,39.20707900534003,2104.583096606008
F3373,9080.0,-0.9999361233480176,0.0029039579650442116,-1.0,-1.0,-1.0,-1.0,-0.74,80.98249840367997,7114.216728962377
F3374,9080.0,-0.9999493392070483,0.0022108459091028767,-1.0,-1.0,-1.0,-1.0,-0.8,82.55055781775054,7385.526503481864
F3375,9080.0,-0.9999052863436123,0.004152062619414582,-1.0,-1.0,-1.0,-1.0,-0.64,76.32307602709902,6364.802014757019
F3376,9080.0,-0.9999966960352422,0.0002346512883489709,-1.0,-1.0,-1.0,-1.0,-0.98,76.69943259350768,6172.927530444286
F3377,9080.0,-0.9999911894273128,0.0003634494628984599,-1.0,-1.0,-1.0,-1.0,-0.98,45.82120752284007,2266.4714004446387
F3378,9080.0,-0.9999955947136563,0.000209853060311629,-1.0,-1.0,-1.0,-1.0,-0.99,47.620895305660504,2266.248843430373
F3379,9080.0,-0.9999856828193832,0.00048072653629763245,-1.0,-1.0,-1.0,-1.0,-0.98,36.60207492627125,1416.6173119268162
F3380,9080.0,-0.9999856828193832,0.00048072653629763245,-1.0,-1.0,-1.0,-1.0,-0.98,36.60207492627125,1416.6173119268162
F3381,9080.0,-0.9999845814977975,0.000492015934138473,-1.0,-1.0,-1.0,-1.0,-0.98,35.05418956619017,1309.125942832057
F3382,9080.0,-0.9999955947136563,0.0002968097412983644,-1.0,-1.0,-1.0,-1.0,-0.98,67.36838776128516,4537.499118675728
F3383,9080.0,-0.9999889867841409,0.0004921342617191897,-1.0,-1.0,-1.0,-1.0,-0.97,53.541485305181254,3111.253631951562
F3384,9080.0,-0.9999944933920704,0.00027761605904966154,-1.0,-1.0,-1.0,-1.0,-0.98,56.5796044986536,3518.0342778058825
F3385,9080.0,-0.9999889867841409,0.0003316971280182486,-1.0,-1.0,-1.0,-1.0,-0.99,30.088206984624154,903.4992081420519
F3386,9080.0,-0.9999845814977975,0.000492015934138473,-1.0,-1.0,-1.0,-1.0,-0.98,35.05418956619017,1309.125942832057
F3387,9080.0,-0.9999845814977972,0.00039238278279157785,-1.0,-1.0,-1.0,-1.0,-0.99,25.412326349561248,643.9281648490852
F3388,9080.0,-0.9999955947136563,0.0002968097412983644,-1.0,-1.0,-1.0,-1.0,-0.98,67.36838776128516,4537.499118675728
F3389,9080.0,-0.9999889867841409,0.0004921342617191897,-1.0,-1.0,-1.0,-1.0,-0.97,53.541485305181254,3111.253631951562
F3390,9080.0,-0.9999944933920704,0.00027761605904966154,-1.0,-1.0,-1.0,-1.0,-0.98,56.5796044986536,3518.0342778058825
F3391,9080.0,-0.9999889867841409,0.0003316971280182486,-1.0,-1.0,-1.0,-1.0,-0.99,30.088206984624154,903.4992081420519
F3392,9080.0,-0.9999845814977975,0.000492015934138473,-1.0,-1.0,-1.0,-1.0,-0.98,35.05418956619017,1309.125942832057
F3393,9080.0,-0.9999845814977972,0.00039238278279157785,-1.0,-1.0,-1.0,-1.0,-0.99,25.412326349561248,643.9281648490852
F3394,9080.0,-0.9999889867841409,0.0003316971280182486,-1.0,-1.0,-1.0,-1.0,-0.99,30.088206984624154,903.4992081420519
F3395,3237.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
F3396,9080.0,-0.9999889867841409,0.0003316971280182486,-1.0,-1.0,-1.0,-1.0,-0.99,30.088206984624154,903.4992081420519
F3397,9080.0,-0.9999867841409693,0.0003633159350410204,-1.0,-1.0,-1.0,-1.0,-0.99,27.457550371435982,752.0827293442615
F3398,3237.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
F3399,9080.0,-0.9999867841409693,0.0003633159350410204,-1.0,-1.0,-1.0,-1.0,-0.99,27.457550371435982,752.0827293442615
F3400,9080.0,-0.9999889867841412,0.0004196540934468806,-1.0,-1.0,-1.0,-1.0,-0.97,50.60421831314483,3118.9535100972425
F3401,8971.0,-0.9999598706944599,0.0021271078718653053,-1.0,-1.0,-1.0,-1.0,-0.83,67.09619855584042,4939.342587966768
F3402,9080.0,-0.9999889867841412,0.0004196540934468806,-1.0,-1.0,-1.0,-1.0,-0.97,50.60421831314483,3118.9535100972425
F3403,9080.0,-0.9999746696035243,0.0008326267598149148,-1.0,-1.0,-1.0,-1.0,-0.96,40.94279509237362,1842.645239027797
F3404,8971.0,-0.9999821647530933,0.0011944290212435112,-1.0,-1.0,-1.0,-1.0,-0.89,87.77163814450522,8026.840882687249
F3405,9080.0,-0.9999746696035243,0.0008839585693768547,-1.0,-1.0,-1.0,-1.0,-0.95,43.77661539539627,2113.0646795960556
F3406,9080.0,-0.9999911894273128,0.00029671163858826496,-1.0,-1.0,-1.0,-1.0,-0.99,33.65078009211012,1130.6240368965448
F3407,9079.0,-0.9999306090979182,0.0030028312213432906,-1.0,-1.0,-1.0,-1.0,-0.74,74.38543333136609,6240.777498159466
F3408,9080.0,-0.9999922907488987,0.0002775636201203802,-1.0,-1.0,-1.0,-1.0,-0.99,35.98015195584538,1292.8561047912335
F3409,9080.0,-0.9999614537444933,0.0013144502121133226,-1.0,-1.0,-1.0,-1.0,-0.92,47.305590909186655,2534.9241435713498
F3410,9079.0,-0.9999306090979182,0.0032427029905154757,-1.0,-1.0,-1.0,-1.0,-0.72,74.49271480493871,6202.966862033642
F3411,9080.0,-0.9999801762114537,0.000839363106076278,-1.0,-1.0,-1.0,-1.0,-0.93,68.11416008601466,5408.5619759907195
F3412,9080.0,-0.9999691629955947,0.0021760637403856592,-1.0,-1.0,-1.0,-1.0,-0.8,86.92297211101268,7888.332257220683
F3413,9080.0,-0.9999702643171806,0.0010543116289145715,-1.0,-1.0,-1.0,-1.0,-0.92,57.16435403653922,3923.4441930280705
F3414,9080.0,-0.9999669603524229,0.0022894926116365827,-1.0,-1.0,-1.0,-1.0,-0.79,86.37666402009948,7821.709571072557
F3415,9080.0,-0.9999251101321586,0.004776639778610922,-1.0,-1.0,-1.0,-1.0,-0.65,67.95741626525076,4667.319773053624
F3416,9080.0,-0.9999504405286342,0.003516638628727499,-1.0,-1.0,-1.0,-1.0,-0.67,91.34394043509181,8543.109894411402
F3417,9080.0,-0.9999471365638767,0.004018004220934463,-1.0,-1.0,-1.0,-1.0,-0.62,93.24054254970291,8810.064662164885
F3418,9080.0,-0.9999867841409693,0.00039246315299458853,-1.0,-1.0,-1.0,-1.0,-0.98,32.70342246261822,1200.473556268974
F3419,9080.0,-0.9999856828193832,0.0004572407953113939,-1.0,-1.0,-1.0,-1.0,-0.98,35.63201547282842,1379.385664812744
F3420,9080.0,-0.9999724669603525,0.0006377897126794599,-1.0,-1.0,-1.0,-1.0,-0.97,28.32153925178362,957.9390925186892
F3421,9080.0,-0.9999801762114537,0.000593353772198721,-1.0,-1.0,-1.0,-1.0,-0.97,34.706220392392275,1343.919695056084
F3422,9080.0,-0.999979074889868,0.0006025265515307861,-1.0,-1.0,-1.0,-1.0,-0.98,30.618415760516648,971.1672692559495
F3423,9080.0,-0.9999713656387667,0.0006631418695279101,-1.0,-1.0,-1.0,-1.0,-0.96,34.62605888532555,1655.2066179539438
F3424,9080.0,-0.9999856828193832,0.0005245528746543715,-1.0,-1.0,-1.0,-1.0,-0.97,46.478798069012726,2452.1643645565296
F3425,9080.0,-0.9999724669603525,0.0011152902376248145,-1.0,-1.0,-1.0,-1.0,-0.93,56.23002952308611,3439.958140641845
F3426,9080.0,-0.9999911894273126,0.00033176294892205203,-1.0,-1.0,-1.0,-1.0,-0.98,42.15816638138063,1994.035420075811
F3427,9080.0,-0.9999933920704844,0.00025698813954979933,-1.0,-1.0,-1.0,-1.0,-0.99,38.869437224950005,1509.165565466708
F3428,9080.0,-0.9999856828193832,0.0006382232094890489,-1.0,-1.0,-1.0,-1.0,-0.95,61.38069270984232,4382.451829023863
F3429,9080.0,-0.9999955947136563,0.00020985306031162903,-1.0,-1.0,-1.0,-1.0,-0.99,47.620895305660504,2266.248843430373
F3430,9080.0,-0.999987885462555,0.0004573044619866122,-1.0,-1.0,-1.0,-1.0,-0.98,40.23945595178368,1681.2327482873534
F3431,9080.0,-0.9999889867841412,0.0005140281989945832,-1.0,-1.0,-1.0,-1.0,-0.97,51.84877982513824,2834.2213039113553
F3432,9080.0,-0.9999702643171806,0.0009671308848520524,-1.0,-1.0,-1.0,-1.0,-0.93,52.885174336899354,3393.256164865386
F3433,9080.0,-0.99997577092511,0.0006957354087236707,-1.0,-1.0,-1.0,-1.0,-0.96,36.53443776960282,1610.095791939259
F3434,9080.0,-0.9999746696035243,0.0006715280227354118,-1.0,-1.0,-1.0,-1.0,-0.97,30.082336240910596,995.1337520410436
F3435,9080.0,-0.9999603524229074,0.001167997037805473,-1.0,-1.0,-1.0,-1.0,-0.93,43.871452950441004,2281.7340790623557
F3436,9080.0,-0.999963656387665,0.0010747995306348648,-1.0,-1.0,-1.0,-1.0,-0.92,53.935659301344494,3624.577190062747
F3437,9080.0,-0.9999658590308369,0.0013394723501600199,-1.0,-1.0,-1.0,-1.0,-0.89,65.70568658991863,5099.695782683153
F3438,9080.0,-0.9999625550660792,0.00098380255430225,-1.0,-1.0,-1.0,-1.0,-0.93,47.55418562208875,2987.643693622997
F3439,9080.0,-0.9999691629955948,0.0008123513454980523,-1.0,-1.0,-1.0,-1.0,-0.96,36.466228556888495,1570.7266084995483
F3440,9080.0,-0.9999757709251103,0.0009265734410262267,-1.0,-1.0,-1.0,-1.0,-0.94,49.500902783432174,2728.222007733252
F3441,9080.0,-0.9999647577092511,0.0009380363299416387,-1.0,-1.0,-1.0,-1.0,-0.93,52.20926043079319,3553.6907815679006
F3442,9080.0,-0.9999845814977975,0.000492015934138473,-1.0,-1.0,-1.0,-1.0,-0.98,35.05418956619015,1309.1259428320573
F3443,8836.0,-0.9999637845178815,0.0017988366688350768,-1.0,-1.0,-1.0,-1.0,-0.89,56.22748557540155,3303.6616536769097
F3444,9080.0,-0.9999845814977975,0.000492015934138473,-1.0,-1.0,-1.0,-1.0,-0.98,35.05418956619015,1309.1259428320573
F3445,9080.0,-0.9999812775330397,0.0005244141046620434,-1.0,-1.0,-1.0,-1.0,-0.98,31.21258535002259,1056.367326151667
F3446,8836.0,-0.9999932095971026,0.0005424370770417997,-1.0,-1.0,-1.0,-1.0,-0.95,89.337053335279,8182.170843543044
F3447,9080.0,-0.9999812775330397,0.0005244141046620434,-1.0,-1.0,-1.0,-1.0,-0.98,31.21258535002259,1056.367326151667
F3448,2006.0,-0.9999401794616152,0.002679265684134639,-1.0,-1.0,-1.0,-1.0,-0.88,44.7883913531174,2006.0000000000007
F3449,0.0,,,,,,,,,
F3450,2006.0,-0.9999401794616152,0.002679265684134639,-1.0,-1.0,-1.0,-1.0,-0.88,44.7883913531174,2006.0000000000007
F3451,2006.0,-0.9999351944167497,0.0029025378244791926,-1.0,-1.0,-1.0,-1.0,-0.87,44.78839135311733,2005.999999999997
F3452,0.0,,,,,,,,,
F3453,2006.0,-0.9999351944167497,0.0029025378244791926,-1.0,-1.0,-1.0,-1.0,-0.87,44.78839135311733,2005.999999999997
F3454,9080.0,-0.9999724669603525,0.0011053702801946026,-1.0,-1.0,-1.0,-1.0,-0.92,53.35406529323192,3360.423554057434
